PATIENT_ID,UBE2T,PTTG1,PGR,MKI67,MIA,MAPT,KRT17,KRT14,KIF2C,ESR1,CCNE1,CENPF,CEP55,FGFR4,MMP11,SFRP1,TMEM45B,TYMS,ERBB2,BCL2,CCNB1,CDC20,NAT1,RRM2,UBE2C,ACTR3B,ANLN,BAG1,BIRC5,BLVRA,CDC6,CDH3,CXXC5,EGFR,EXO1,FOXA1,FOXC1,GPR160,GRB7,KRT5,MDM2,MELK,MLPH,MYBL2,MYC,PHGDH,SLC39A6,NUF2,ORC6,NDC80
TCGA-AN-A0AK,960.5374,858.1024,19.7313,4296.8094,0.8816,554.1562,49.1184,9.2359,1157.8505,12776.2385,248.9505,5172.5441,670.0252,2796.3896,3664.5676,13.8539,15.1134,914.9664,10967.6742,948.7825,2478.1696,1316.5407,1954.2401,3679.6809,1649.4542,253.1486,2316.9605,1801.4442,912.7624,809.8237,1557.0949,33.1654,1210.7473,138.5348,581.0243,9397.5651,68.4299,989.0848,337.9513,20.1511,3861.461,741.3938,9164.9874,2785.8942,1552.4769,28.5474,8207.8086,835.8522,407.2208,491.6037
TCGA-AN-A0AL,417.8744,541.0628,60.789,6856.2802,3280.6844,11.2721,1941.2238,803.5427,1239.1304,68.0354,161.8357,1500.8052,1006.0386,25.7649,13654.1868,5634.058,142.9147,1343.2729,2673.5105,241.5459,1362.3188,2520.1288,132.4477,2405.7971,1496.3768,227.4557,2237.9227,845.5636,1247.182,531.8035,816.0225,284.219,537.8422,595.4106,626.8116,611.1111,4882.4477,1528.9855,222.2222,113.5266,1665.4589,1098.6312,1738.3253,4805.5556,1211.7552,7883.2528,1650.161,634.4605,159.4203,826.087
TCGA-AN-A0AM,550.214,909.7011,29.9863,2311.7356,13.1242,213.391,281.7319,770.5785,767.4404,22167.2086,221.7593,1945.6237,538.3589,927.4837,10450.9279,215.1344,101.814,515.8099,2774.0828,797.4268,2112.2918,1140.1773,117.8532,2606.7173,2180.9814,190.7269,1044.6395,891.3676,8099.9939,3282.8041,665.9751,1804.7577,1141.572,134.5897,489.1953,4912.8741,360.5331,297.0737,118.2019,819.3935,28244.3187,383.1972,2364.7347,2940.0535,977.3446,1853.224,7903.1372,422.9465,192.819,238.1471
TCGA-AN-A0AR,1034.7128,640.1587,3.6065,5116.9417,82.6652,766.7478,169.1462,121.1793,825.8949,76.0977,347.6693,3961.4102,2615.0933,272.6535,2579.7493,6955.1889,69.9666,822.2415,2299.8828,1261.2028,1730.7727,1385.628,20.5572,1736.1825,841.4029,1468.2175,1083.0403,3002.557,1749.3427,806.7803,517.5367,2051.7537,44.7209,138.8477,210.6212,481.4715,1827.067,47.6062,339.3743,16383.7346,635.4702,994.3197,334.6858,1449.4635,4655.6668,16053.7373,3854.2963,582.8149,551.0775,255.3422
TCGA-AN-A0AS,285.1994,214.4627,50.0113,1741.3832,1.4147,406.3978,27.9342,1.8022,423.5188,4300.5181,23.8793,1592.7011,243.298,33.3408,24434.7871,10.8132,241.4958,339.4593,4146.4294,522.6402,743.8612,981.3021,76.1433,250.5069,567.6954,228.8804,700.6082,1713.8455,202.3474,571.7504,363.1449,477.1345,827.2133,320.7749,58.1212,8637.531,169.8581,262.2212,583.0142,1.8022,3024.5551,240.1442,3961.2525,441.9914,1780.1307,159.4954,42965.0822,232.4848,67.1322,179.7702
TCGA-AN-A0AT,1351.6864,743.4419,4.0357,4475.3531,1406.61,42.6636,11229.4609,742.5771,2293.1681,20.467,520.0346,3560.6803,1007.495,280.196,752.3782,11205.5347,11.2424,3567.665,1860.7668,223.4073,2568.1753,3967.714,27.9619,2204.3817,2001.1531,242.7212,2856.1545,1077.42,1474.8285,967.1375,1081.5797,4259.729,108.6769,417.6939,1183.0499,113.2891,1896.512,120.4958,684.9236,6955.8951,1122.802,831.0752,49.8703,7830.787,5976.3621,4611.9919,5339.2909,755.2609,724.7045,1557.5094
TCGA-AN-A0FD,250.2352,452.4929,344.826,1828.7865,26.3405,3000.9407,1514.111,993.4149,399.8119,22785.5127,46.5663,1055.9737,347.1308,62.0884,21849.953,235.6538,134.0546,542.0649,4181.5616,5037.159,947.3189,445.4374,728.1279,1133.5842,632.6435,239.4167,436.9708,935.2211,339.7366,1079.0216,123.7065,1084.666,1136.4064,98.777,115.7103,8487.3001,50.3293,1137.3471,558.3255,949.2004,1866.4158,189.5579,4055.0329,983.0668,3589.3697,380.5268,10595.9548,182.5024,113.3584,265.7573
TCGA-AN-A0FF,592.6199,405.2636,1219.1037,2864.452,1.546,2240.9129,6.9937,18.4043,505.3833,6705.4385,65.8875,3078.3105,411.5211,8.466,5510.6285,76.9302,24.6618,480.8061,4883.0404,2606.4231,1082.9116,544.0324,7587.3746,692.3714,515.3216,153.1241,688.3224,3970.0561,332.0659,2395.5093,235.5756,39.7534,1297.1381,91.2855,241.8331,10091.4696,69.2003,1217.6314,235.5756,5.5213,4530.0451,357.0443,13843.7471,507.5918,919.481,321.3398,68961.4429,704.8864,109.6899,303.6717
TCGA-AN-A0FJ,358.3433,593.0372,11.4046,6132.6531,32.0828,18.0072,11518.0072,48112.8451,1276.1104,16.2065,506.0024,5636.8547,1102.6411,107.443,2418.3673,2463.3854,30.6122,2137.377,2756.3025,3282.7131,1441.7767,1820.5282,19.8079,1277.9112,575.6303,789.916,1737.0948,1047.1068,717.9892,615.2461,1264.7059,10023.4094,53.4214,1174.0636,362.545,155.4622,8763.5054,169.2677,211.2845,30265.3061,1839.1357,395.5582,4.8019,1450.7803,6138.6555,5379.952,5243.6975,405.1621,313.9256,926.1705
TCGA-AN-A0FK,520.7035,345.3987,10019.7972,1724.7604,1.1836,3170.0009,7.0717,0,167.1164,34547.3155,34.9865,1827.4867,281.3809,88.2107,6976.4585,41.6861,159.3003,330.3247,5152.3216,3021.1222,1139.2947,229.2733,14003.5359,760.0261,270.2149,213.641,624.5464,2220.4783,252.6212,386.3404,373.3135,5.9552,1035.0796,24.9372,302.9683,12618.9634,225.9235,996.7433,602.959,0.3722,2326.2306,266.1208,5143.3889,480.8784,1422.1643,822.9273,97330.6039,1844.98,72.9506,209.1747
TCGA-AN-A0FL,538.9222,466.1446,372.1787,1545.8314,12117.941,11.976,330.2626,895.4399,576.2322,23.9521,79.2262,1430.6771,396.5914,160.7554,1246.8908,32878.8577,31.322,369.7927,3380.9304,46.0617,526.9461,1045.1405,77.3837,272.6854,756.3335,730.5389,559.6499,2101.9853,866.3473,327.4988,204.0534,1847.9963,137.7246,494.2423,252.4182,445.4169,6000.9212,3371.2575,390.6034,141.4095,732.842,330.2626,1092.5841,1189.7743,1481.345,10086.1354,1370.3363,217.8719,112.8512,277.7522
TCGA-AN-A0FN,184.7588,268.0351,383.4014,931.5482,5.3944,1147.9992,287.927,140.2548,160.1467,6408.9035,63.0472,1251.1674,257.5834,136.5462,28161.8864,689.811,139.5805,427.204,3930.8436,1746.1051,442.005,219.8225,5935.5435,535.0586,210.3822,112.9456,372.2147,1305.9713,150.2311,1304.4372,151.718,175.6557,428.5189,226.5655,85.6364,4493.5486,415.37,870.1867,112.9456,200.942,1951.7672,144.3006,3820.5952,245.4459,1093.7179,359.403,9912.2396,135.1976,40.7953,177.3414
TCGA-AN-A0FS,304.1371,128.1377,349.9729,695.894,68.3207,3000.0931,2124.6544,2383.9686,147.8901,24029.8667,24.0575,1323.1608,133.4556,581.1778,6668.7305,2544.5206,181.3173,385.7704,8557.6218,2589.8499,425.9438,214.7446,1524.7371,299.832,128.8974,220.8222,270.7098,1501.5482,104.2929,1116.0133,218.2899,461.3969,506.473,378.5886,169.9217,12133.8279,175.4929,1511.0623,470.007,2512.3595,1792.1549,75.4645,8462.6581,174.2267,1151.7197,778.4491,12659.2937,103.0673,24.3107,72.6789
TCGA-AN-A0FT,842.3622,281.4793,756.9469,520.6122,3.4458,181.4255,208.8261,0,153.6097,5764.9295,19.9277,1095.1954,265.2881,2249.7589,7700.4113,80.1261,101.2994,238.7094,191456.6037,411.84,299.3313,401.8761,304.3132,315.1074,696.6406,142.4003,390.2516,2730.4991,168.9208,3410.965,557.9768,60.6135,591.6048,20.3429,186.8226,8597.1597,195.1258,2432.8451,7220.9,0.8303,1551.4577,206.3352,8101.042,228.7539,836.55,398.97,9311.2371,233.7358,134.0971,221.6961
TCGA-AN-A0FV,596.8315,368.3149,28.4205,1735.9578,7.7081,2016.7067,1051.1762,584.5415,366.3946,217.3788,81.421,1913.0101,333.3653,3286.7979,24622.1795,201.2482,1422.9477,330.9611,191163.1301,269.9952,737.0139,507.7292,223.5238,1685.6457,523.8598,108.6894,1459.0494,1625.0715,564.3284,1448.6798,2472.9717,395.1992,358.3293,328.3725,207.0091,7590.5905,45.3193,276.5242,13834.6615,1005.0888,1198.6558,529.2367,6355.0648,1016.9947,382.1411,2109.6495,4808.4494,217.7628,149.0158,222.7556
TCGA-AN-A0FW,202.121,562.0711,1906.1572,1533.063,14.7661,1181.8465,338.7399,429.5072,716.1572,24564.5664,53.3375,4173.4248,277.9164,35.5583,3333.4373,1519.0268,34.6226,577.0119,3006.8621,4792.2645,1577.9788,963.5059,4504.6787,1277.6045,1266.6875,135.0593,838.4279,1901.7498,328.247,1543.3562,250.7798,207.4236,2203.0568,122.2707,283.8428,9288.8334,82.0337,1414.5352,174.9844,510.2932,3513.7243,237.3674,11911.728,1861.5097,1610.418,298.1909,39984.7162,581.4099,93.8865,253.8989
TCGA-AN-A0FX,333.0144,696.9697,202.8708,3908.453,1759.2217,654.5455,28325.3589,74243.7002,758.2137,307.815,755.3429,3844.3381,324.0829,101.4354,12507.3652,18766.8262,1.5949,837.7735,4865.3907,992.3445,858.6922,1118.0223,28.0702,910.0478,529.5056,223.2855,1145.4545,1189.4195,407.748,649.4418,401.5949,7510.6858,658.6922,572.8836,412.7592,186.2839,1074.0032,281.6587,911.0048,6733.3333,1597.7671,559.4896,201.5949,1609.8884,3786.6029,3520.2552,3402.5518,426.1563,99.8405,382.7751
TCGA-AN-A0FY,482.2425,653.9665,13686.4281,3513.4032,9.8762,3897.401,670.2953,163.5597,1491.3594,11707.9875,249.5578,3290.5157,747.5847,113.757,40398.4216,131.1743,1013.1991,694.9381,3996.19,2606.0689,1455.7083,1302.218,126.2757,837.665,4143.9652,144.2373,1374.3366,4971.6206,552.2956,1107.0894,446.5914,133.6236,1435.0252,68.0365,323.8536,8155.6674,26.6703,561.9812,588.9237,157.3003,1690.5701,2133.6236,4312.9678,13292.4207,3961.0831,1309.0216,4336.3723,630.2898,303.1705,221.2546
TCGA-AN-A0FZ,388.7281,230.7208,44.6899,1170.2101,5.9051,343.1878,461.4417,310.4793,556.0448,9851.8053,54.3465,1630.897,265.6938,137.6274,7593.408,97.3707,20.8831,335.0308,12887.4072,1373.7577,585.7341,616.1781,2746.2574,541.4518,789.7849,74.2232,493.647,1474.6987,235.5542,826.7707,262.4229,443.0746,925.3994,67.9331,94.6031,6640.5837,72.7135,1275.1289,711.2844,285.0673,13508.869,223.1727,11953.4533,596.8046,1067.3041,82.7777,64877.8463,205.5604,93.5967,130.8341
TCGA-AN-A0G0,772.9171,625.1923,9.3794,577.4163,1555.7939,12.8966,305.4151,128.673,1108.522,5.8621,163.8455,8217.7768,1066.0218,41.6209,2614.2009,12996.556,86.4659,2278.1007,6025.0605,72.1038,1750.7144,1697.9556,20.5173,2533.304,1006.5216,645.7097,2426.907,924.9798,761.6385,420.8984,1662.1968,7325.273,127.5005,1800.8207,1207.8845,1320.1436,3012.2371,224.8113,651.8649,436.726,1877.0426,941.1592,32.5346,3628.0501,1702.0591,9561.6619,5668.6451,854.4002,490.0711,841.2105
TCGA-AN-A0XL,187.1336,194.619,1452.4975,1093.6089,19.5106,3488.5451,966.3581,1276.2513,333.8464,14192.5886,20.2104,1824.1786,276.5835,23.2046,1337.2569,3175.2834,103.2978,360.3483,10773.6572,1537.4899,604.0673,437.8927,2798.3963,537.4478,493.2842,308.3962,466.337,1047.6564,179.7269,1862.7281,286.6887,251.5076,1012.0187,365.6554,127.6251,6755.1497,510.1263,1914.0027,712.6049,1362.7071,1739.2199,176.6541,11137.8192,329.3552,2768.8292,1175.9477,19315.1845,224.9346,32.5613,165.8004
TCGA-AN-A0XN,283.9352,235.1183,25177.6189,1450.5604,1.9925,382.5654,487.6712,17.9328,346.6999,3438.1071,72.7273,2374.5953,509.0909,225.1557,31577.0859,36.3636,313.325,371.8306,2637.609,1655.2927,420.4234,433.3748,122.5405,478.7049,334.2466,123.0386,786.5504,804.4832,263.6613,908.5928,294.396,692.4035,514.5704,322.2914,246.0772,2964.8817,186.7995,470.2366,248.5679,145.9527,1792.7771,239.6015,2807.472,340.7223,1920.2989,838.3562,8151.4321,181.32,57.7833,205.2304
TCGA-AN-A0XO,217.7528,403.9514,8251.7575,1394.9257,65.9512,5835.8326,6434.2264,3355.554,412.4796,19760.0739,45.4836,2313.4106,298.7705,75.048,9145.6186,412.4796,424.1347,439.8635,10423.4241,3781.6786,1213.8441,557.7429,6761.7085,960.8414,354.488,302.7503,567.9767,1844.3664,242.9792,923.886,306.7302,2998.5076,2085.1396,233.1035,261.2465,10393.2912,55.4332,1334.6599,616.0188,3052.5194,2081.7284,202.4021,4790.5621,431.8101,658.9439,234.8092,57951.5315,163.4568,91.2515,201.8336
TCGA-AN-A0XP,226.6881,148.8746,4888.4019,727.0096,4.5016,6131.8328,217.0418,120.2572,146.3023,38149.1961,23.4727,1854.3408,124.1158,5.1447,11261.4148,85.5305,273.6334,91.3569,9477.8135,1397.1061,466.5595,154.3408,16960.4502,618.9711,265.9164,169.1318,273.6334,1444,97.2283,442.4437,160.4502,132.7974,931.1897,36.9775,120.2572,12348.2315,40.5145,1674.5981,340.836,192.926,2559.4855,109.9678,7646.6238,227.9743,410.9325,444.0514,30501.2862,98.3923,21.2219,116.7203
TCGA-AN-A0XR,428.6895,614.7168,594.9277,2693.2617,1.2898,2806.1182,81.852,48.7805,805.7048,27140.9673,69.8636,4018.1893,502.2737,17.3625,17394.7912,17.3625,143.0343,1188.4911,3380.3224,1214.1381,1312.1124,992.5589,1820.587,1840.4299,1003.7205,117.8173,1102.1083,2545.9239,783.642,2415.8743,432.4101,527.9041,1211.2443,46.7135,252.1703,11043.4064,35.1385,967.3419,210.4175,66.9698,1637.4535,554.3613,12502.2737,511.7817,388.5903,1495.6594,16737.0814,497.3129,87.2261,431.9967
TCGA-AN-A0XS,99.3875,204.6598,17095.6294,751.291,10.8182,5229.9398,569.8434,575.7282,272.6617,12239.7004,22.2314,849.3707,121.6189,35.6356,20228.9509,639.807,282.1428,444.2457,7352.7128,3828.38,538.131,327.2595,3953.2683,240.2954,218.064,114.4264,246.1802,870.7227,96.8832,1285.1718,154.966,526.0345,1403.5214,98.0798,39.8858,8897.796,107.8877,907.5647,543.6888,653.8651,2375.1649,88.9257,10972.1829,140.9079,362.5682,272.9887,20384.8977,74.8676,79.7715,122.9266
TCGA-AN-A0XT,106.126,140.2071,277.8257,740.7248,41.415,2946.5056,222.1743,267.9034,114.3227,41147.9724,8.6281,587.5755,181.6221,52.2002,1850.7334,408.5418,69.8878,167.9379,4298.5332,9213.9776,509.4909,227.7826,282.5712,245.9016,178.6022,157.4633,162.6402,3779.9827,97.4806,1874.4607,68.1622,108.283,707.9379,76.3589,39.6894,12268.3348,194.9957,2110.44,566.4366,519.4133,1575.0647,84.9871,11567.2994,162.2088,1940.4659,320.5349,56352.8904,56.0828,34.5125,53.9258
TCGA-AN-A0XU,357.3398,659.5451,5.5134,5763.9559,638.4941,182.6327,6705.7202,35392.8325,1393.8663,671.6058,277.3949,5121.2957,1394.5555,155.4101,2126.4645,19977.9462,23.7767,1408.315,5528.601,167.1261,1597.1744,2639.2143,115.093,3171.2612,1509.3039,450.379,3030.3239,913.856,1569.1868,630.5996,1214.3349,4478.6354,178.4976,1246.3611,1038.5941,22.0538,3616.1268,140.5927,630.255,31126.4645,1404.5486,727.0848,307.7188,2425.5686,2316.6782,7572.3639,2279.1178,789.111,270.8477,885.2516
TCGA-AN-A0XV,304.0446,418.0614,1059.8361,1504.1841,25.3382,3343.7936,1095.537,723.152,334.728,28684.7978,24.0586,1582.636,396.4435,12.5523,9392.2594,1280.6834,92.7476,564.4596,4328.8006,4149.5816,1030.3347,494.7699,1403.0683,569.3863,364.7141,177.1269,786.2622,1672.3082,202.1897,2101.4644,283.1241,411.4365,563.8075,200.1395,119.5955,9181.6597,244.0725,1857.3919,368.5495,1204.6722,2509.0656,316.2483,7476.6388,170.1534,3723.8494,1594.8396,26824.9651,233.2636,102.5105,297.7685
TCGA-AN-A0XW,1135.1877,662.128,1642.7232,2124.8784,37.9809,2353.6277,1668.1579,1165.143,678.4672,3867.341,194.5147,3925.3064,614.2774,443.4935,24517.7981,244.3104,134.6042,497.3585,4529.858,1788.368,1857.6152,703.7541,6473.0597,1668.1579,967.516,135.7713,1625.7537,816.9267,261.8323,1525.3842,360.2412,1639.3698,695.1955,225.637,282.0463,7178.759,124.8784,1494.2618,287.4927,1501.6534,1927.2515,236.9189,4334.5653,1190.0408,956.2342,754.717,13251.1185,436.1019,227.1932,342.3458
TCGA-AO-A03L,595.62,626.7073,390.857,5035.1551,41.0088,323.7712,1990.5812,1636.3841,550.3119,3771.4883,46.3003,3102.78,609.8408,1933.0366,6781.337,918.0684,294.9989,656.4883,11558.8642,1595.706,2197.6096,1201.4922,8925.7013,3243.3344,1404.2213,67.4661,1006.7003,2136.8107,944.7638,2055.7323,1170.0741,799.3412,2138.0807,209.6741,466.3099,7216.2289,143.2001,2328.2425,1319.5579,2056.063,1634.3998,404.466,6475.4245,2023.6528,1777.9306,755.3559,12228.2339,369.7408,252.9979,310.8733
TCGA-AO-A03M,333.0215,421.4887,1800.7323,2487.7723,76.9718,2656.4212,712.8157,1024.99,826.4065,2771.0811,140.3181,2293.1979,549.5122,593.3449,12259.2543,3630.3622,106.6417,694.1334,13874.6492,2140.0508,1101.6972,1266.6043,1013.4973,2701.8575,1766.1366,384.6051,929.3064,921.3337,494.3285,1499.9332,489.9105,730.4557,1332.3533,222.6326,247.7616,8701.323,97.0199,413.4705,584.5249,1082.7208,1354.8042,677.2685,1883.2019,3713.7512,1607.9113,674.5958,9796.6056,219.9653,165.9762,230.6562
TCGA-AO-A03N,943.4151,780.671,52.0781,636.4547,4.5068,497.7466,925.8888,34.0511,305.4582,4744.6169,53.0796,1997.997,334.5018,1020.5308,7705.0576,21.0315,133.7006,280.5108,3743.1147,284.4266,1728.5929,1064.5969,3693.0396,1316.4747,2342.5138,216.3245,1304.9574,1205.308,483.0045,2555.8338,353.0295,212.3185,435.6535,93.1397,293.9409,11805.2078,130.1953,2660.4907,234.8523,70.1052,1998.9985,358.0371,5214.8222,1182.7742,138.2073,1863.2949,5468.7031,422.1332,696.5448,207.8117
TCGA-AO-A03O,985.1528,679.476,1866.1878,4286.4629,3.9301,2793.0131,99.1266,109.1703,742.7948,15404.8035,184.2795,4167.2489,762.4454,2724.0175,1353.7118,266.8122,12.2271,803.559,5940.1747,755.4585,1681.6594,714.8472,1615.2838,1244.5415,968.559,315.2838,775.5459,984.9476,414.179,1110.917,716.1572,868.9956,944.5415,37.9913,512.2271,8106.9869,39.738,618.3406,390.8297,163.3188,1464.1921,531.8777,4207.8603,2231.441,2286.8996,1906.5502,7200.4367,608.2969,217.4672,325.7642
TCGA-AO-A03P,438.4339,283.4961,2380.0184,1033.1413,0,5808.1643,17.6976,2.6713,478.838,19768.929,44.0771,2040.571,241.7564,27.7152,5566.074,44.745,19.7011,851.1662,7814.3418,11213.2899,1132.9827,483.1789,150.5969,737.2903,263.1271,273.8125,640.1202,3665.5915,516.3403,783.037,583.3542,300.192,984.7233,15.3602,286.1675,11924.2007,32.7239,808.7486,440.1035,6.3444,7206.2777,432.0895,7408.6318,1841.2221,3532.5152,272.8108,47524.8351,387.6784,186.66,355.9563
TCGA-AO-A03R,1461.5256,2438.9918,343.1814,5160.4073,153.2699,2653.3133,5433.4836,8620.2637,1761.9763,12524.7872,31.3804,6507.7616,1453.5136,144.884,364.5468,2851.6107,70.7728,1643.1781,1733.9342,1472.2083,2702.7207,2264.7304,463.3617,849.9416,3171.4238,220.9982,972.1249,1843.3517,1207.2776,1665.1644,701.0516,3241.529,149.5577,180.9381,292.4387,4770.4891,204.9741,903.355,361.8761,10021.0315,1529.6278,700.3839,11255.55,1139.0419,5227.8418,353.1965,34024.3699,835.9205,158.905,723.0846
TCGA-AO-A03T,970.3047,1425.8902,529.2197,1477.3107,374.3823,7675.5367,2918.1129,2202.8538,558.4265,4852.5517,71.4745,2238.8482,348.1167,492.6083,3872.4772,6139.0924,88.4432,514.0764,5020.6967,2184.3425,1531.3022,771.3074,7024.5533,1732.3563,3689.9344,216.4803,665.8954,1660.5322,1200.5193,5440.8022,450.9577,2151.4333,966.7052,118.262,101.2984,5441.8306,220.5939,854.0944,271.5002,4862.8358,2929.4254,296.6962,8282.8127,1009.8984,1644.4273,2782.3628,6526.2887,331.148,168.145,473.5827
TCGA-AO-A03U,68.3552,104.6689,41.8065,1259.0784,891.8065,14.6475,3845.5905,1144.3393,151.6631,137.0156,34.1776,591.6997,191.6387,8.8496,4902.0446,7702.7769,7.9341,380.1038,4052.7922,355.8132,286.5426,214.8306,90.6317,392.4321,161.7333,101.3122,353.6771,1510.4394,105.1327,614.2814,152.5786,3413.1828,359.17,1396.3839,46.0787,75.679,1280.4394,205.9811,653.3415,6031.7363,1903.8755,88.4956,1656.0879,141.8981,1602.3802,673.1767,4440.6469,62.2521,44.5529,115.0442
TCGA-AO-A03V,150.9804,135.2941,4543.5765,2139.6078,9.9098,855.6863,587.451,445.098,397.6471,5287.0588,56.0784,682.7451,134.902,110.9804,7561.5686,980,75.6863,209.8314,5389.4118,3555.6863,729.8039,363.9216,2267.8431,276.0784,282.3529,210.1961,288.6275,996.3373,79.9373,1601.1765,93.3333,395.2941,1168.2353,133.7255,50.1961,8909.0196,113.7255,1056.4706,321.9608,779.2157,983.1373,206.6667,2808.6275,224.3137,2092.1569,472.549,25398.8235,87.8431,65.8824,103.9216
TCGA-AO-A0J2,1648.9528,1788.8588,9.1181,5538.9657,0.6069,105.4281,314.2898,1.1398,1340.0769,109.9872,265.5649,3546.0892,956.8315,540.2479,7059.6951,2081.2081,651.9447,1448.4115,8841.7153,67.531,1952.1299,2734.2926,189.2007,4779.5982,1770.0527,256.7317,1690.2693,1738.4784,1694.9537,1008.1208,1295.9111,4651.3748,145.8897,587.8273,704.3738,5566.32,90.6112,261.8607,736.0023,210.0014,1284.2285,941.1597,3727.0266,3122.667,2062.687,2813.2213,2180.0826,526.5707,176.3784,662.7725
TCGA-AO-A0J3,977.452,445.742,1148.9186,2042.8598,2.5269,260.8858,79.508,91.6827,340.3938,20867.1346,74.0419,1814.2742,449.7174,390.8317,1041.5554,72.5511,97.1489,691.2305,3326.1693,3116.4669,1204.7953,392.571,316.5414,1258.7117,742.1579,286.9743,566.7433,4110.0739,226.8936,3145.7855,303.3729,407.9757,761.7864,6.2116,184.1108,18980.5578,30.5609,1251.0094,415.1811,76.775,1833.6543,452.4505,9719.113,742.4064,1163.799,51.6802,75124.4177,554.5686,290.2044,359.277
TCGA-AO-A0J4,438.4679,607.2271,25.4923,5050.0287,2110.6571,35.9442,12054.5536,17452.0426,1133.3886,32.6302,180.9955,10554.8404,1155.057,116.7548,4965.6491,8124.6574,17.3348,741.75,3944.9366,296.7306,1334.2681,2976.9932,28.5514,1068.6381,911.0955,336.2437,4437.1933,659.8968,623.6008,474.667,460.9012,7687.4642,211.0764,1136.1876,688.2927,14.7855,2337.1359,109.1071,699.7642,594.4809,1169.5877,479.2556,41.5525,1814.7983,3364.2215,1659.0402,3047.6069,876.9358,325.282,442.0368
TCGA-AO-A0J5,160.0785,162.6016,53.8267,2148.0235,2.0774,38.688,20.7457,18.2226,271.0962,9560.4149,72.61,2415.7555,362.7698,356.0415,6268.0123,620.129,525.6518,462.9801,6991.5896,968.0404,547.2386,268.2927,113.8211,833.7539,393.0474,149.4253,568.2646,1414.1996,91.3064,386.8797,177.1797,67.0031,817.774,312.0269,172.9745,5954.3033,133.1651,2058.5927,423.3249,28.5955,1634.4267,181.9456,9615.3631,468.7412,350.4345,1362.4895,12420.8018,162.882,55.7892,85.506
TCGA-AO-A0J6,624.7527,1365.6731,1.5319,3888.1726,1153.3159,304.0786,3996.1703,166.9752,1500.2234,181.0174,468.756,3016.5316,833.5993,75.5729,3796.7703,3130.1462,0.2553,1166.2373,4073.275,262.9731,1360.5668,2741.3034,64.0837,2085.9131,1151.2095,269.6113,1915.3635,909.5577,1607.0569,872.9176,686.7939,8390.1194,435.0546,433.778,462.8838,37.5311,1143.8055,270.6325,680.9217,5114.955,1600.817,1254.3563,225.442,1814.2593,4969.1709,4087.062,3185.2939,932.9163,379.9068,618.3698
TCGA-AO-A0J7,894.0208,699.9642,1122.585,3099.5346,29.8532,11445.0412,403.5088,296.8135,533.1185,25288.2206,59.0763,2550.3043,441.4608,8.9509,17843.8955,412.8178,98.4604,931.4071,7765.4851,1973.8632,2066.237,652.7032,9502.3272,2988.5428,800.5729,132.8321,395.99,1491.5503,482.8392,889.0082,1081.9907,204.7977,1732.1876,44.0387,403.1507,10961.3319,66.9531,482.9932,466.5235,513.7845,1735.0519,525.9578,7251.7007,1704.6187,5266.3802,831.3641,16674.5435,417.1142,169.352,281.7759
TCGA-AO-A0J8,293.1045,177.6163,3837.7028,1174.4222,6.799,5838.542,60.124,28.5589,208.4299,16000,30.8136,1413.6657,176.1132,41.8363,15335.1287,119.9975,179.37,281.5131,10225.3398,1344.2726,572.9317,252.0198,10287.7184,491.0127,188.138,191.3948,282.5828,987.2036,155.646,1117.3044,140.0388,154.8193,965.7418,66.3844,128.5151,10087.3051,31.3146,769.5873,387.2988,30.563,1841.2977,123.0037,8317.6552,204.9227,478.2364,1873.8648,15927.8512,101.2087,34.0703,147.8048
TCGA-AO-A0J9,589.3366,853.0729,1264.595,1917.7859,17.501,2272.6903,728.9377,1293.8543,243.3862,8341.0663,61.4571,2400.8954,466.0155,44.77,10226.6992,2436.7114,100.9361,682.6252,2927.9609,1454.2125,1108.2621,448.9214,2391.5344,402.1164,1132.2751,150.9972,341.4733,1620.407,228.3272,2551.4856,241.7582,673.5857,776.5568,203.8991,207.1632,6569.3936,277.1673,705.3317,184.3712,1317.0533,2196.9882,336.9963,11046.805,858.3639,912.0879,1198.2092,10123.3211,326.0073,97.2731,304.4363
TCGA-AO-A0JA,298.323,350.9267,604.3389,2216.4166,29.6558,1373.3451,844.4837,320.5649,264.0777,6680.6708,39.541,4332.9214,331.5093,51.8976,7209.8853,1479.2586,15.887,262.6125,5034.4219,1076.0812,1303.0891,332.2154,12686.6726,1874.316,681.7299,162.4007,807.4139,706.9868,436.8367,1597.5287,172.9921,337.158,1551.2798,360.459,312.0918,7342.9832,122.1536,2315.9753,312.7979,1018.8879,3178.4643,503.4422,7276.2577,709.9735,598.7643,617.8288,35833.7158,259.4881,91.4387,293.3804
TCGA-AO-A0JB,476.0602,597.8112,680.1231,1406.2927,643.2558,1000,7763.3379,9735.9781,792.0657,4313.2695,76.6074,1606.0192,529.4118,336.5253,2112.1751,6239.3981,99.8632,211.7373,4136.7989,719.5622,560.8755,1797.5376,454.1724,692.2025,1928.8646,926.1286,384.4049,2340.725,1218.1943,957.5923,281.8057,2499.316,586.8673,113.5431,129.959,3965.8003,407.6607,499.316,406.2927,9766.0739,1533.5157,276.3338,3906.9767,1861.8331,2153.2148,1720.9302,2326.9494,374.829,344.7332,436.3885
